Unnamed: 0,text,sentiment,label
2589,"pharook hrriyat aur dilli ke gair-sarkari ongoing secret talks chalti batchit se kuchh bechain hain
",negative,0
1316,"delight bhari jannton men honge
",positive,2
1396,"yadypi iska ek asa bhag faltoo ya nirarthak ho gaya hai, phir bhi hamari paramprik snskriti men kuchh prarambhik vichar hain jo guiding our future men bahut upyogi ho sakte hain.
",positive,2
2336,"mnchan ko niyntrit karna bhi sngat hoga ki natakkar tadnusar apni pandulipiyan teyar karne lage honge tatha abhinay aur prastutikaran ke nirdeshon ka samavesh karne lage honge.
",neutral,1
674,"supreme court ne bhi power shaktiyon ki vyakhya karte hue kaha ki vah ekmatr tribunal hai jo election schedules nirdharit kare election karvana keval usi ka work hai
",positive,2
1774,"aur mere short talk ka shayad key lesson hai ,
",neutral,1
1882,"unhen exotic music bhav-vibhor nahin kar pata tha.
",negative,0
431,"kheti, udyog tatha rashtriy prvritti ke any vibhagon men sahkarita ki bhavna ko protsahan dena chahiye, jisse svdhin bharat sahkari prjatntr ka roop grahan kar sake.
",positive,2
2200,"ata jab free ho to parishram men lag jao ,
",positive,2
1370,"us day tak ke lie jiska time jnjat evn niyat hai.
",positive,2
1208,"command prvisht kar ek application chalaen ya list se chunakar
",neutral,1
390,"ae rasool  kya tumne un logon ke hal par nazar nahin ki jo aap bare pure bante hain  magar usse kya hota hai  balki uda jise chahta hai pure banata hai aur zulm to kisi par dhage ke barabar ho hi style nahin
",positive,2
687,"ya phir aap kisi serious illness ya phir disability ke karan unable nahi kar sakenge .
",negative,0
1274,"truth ismen bhi udarat uda ki ek bari nishani hai magar unmen se aksar eeman lane vale hi nahin
",negative,0
607,"ayes  ya nhin  slips par members ke votes ka abhilekhan ka tarika samanyatya nimnlikhit paristhtiyon men apnaya jata haia-
",neutral,1
2335,"k kisi existing law ke provisions par, athva
",neutral,1
1427,"tribals apni aay augment ke lie bhi bamboo par depend rahte hain
",neutral,1
1179,"jinse kaphi dinon se bat nahin huee ho.
",neutral,1
2668,"mujhe vyapar prtibhagiyon ke is vishisht samooh ko snbodhit karte hue atynt prasannta ho rahi hai. vyapar saudon par kary karne ke alava, aese samaroh paraspar sambandh aur batchit men ghanishthta lane tatha apne rishton ki snbhavnaen paida karne ke tarikon ke bare men rachnatmak dhng se vichar karne ke mahattvpoorn mnch hote hain.
",positive,2
1214,"unki reviews inhin mapadandon par aadharit hoti hain , ata vah thought ke moolyankan aur language ki charcha se criterion nahin ba pate.
",neutral,1
384,"ladies aur sajjno, toast ham sab milakra
",positive,2
1911,"worship hi vah log lage hue hai, ruin hokar rahega. aur jo kuchh ye kar rahe hai sarvtha vyarth hai.
",negative,0
2182,"usi nagara shreni ka ek dvitala aur hence ashtanga ya ashtavarga , base se shikhar tak square viman , east incomplete valaiyankuttai ratha ke roop men dekha ja sakta hai.
",neutral,1
1566,"horizontal instability ke exploitation ka ek typical udaharan polar barph-topi jaise higher elbdo ke regions men hastakshep hai.
",positive,2
2483,"something mana jata hai ki focus karne vale ka dhyan bhng ho chuka hai ,
",negative,0
1447,"diff output ke sath failfoldar blend karen
",neutral,1
1252,"vah goods jise abhi final shape diya jana baki hai.
",neutral,1
2207,"bharat men anek adhikaran aur sngathan studies and surveys ka aayojan karte hain, sath hi arthavyavastha ki vividh pahluon shamil karte hue ek niymit aadhar par riport prkashit karte hain.
",positive,2
1356,"koee such   s nhin
",negative,0
938,"aesa rule jo value men equality ki vyakhya karta ho.
",positive,2
1046,"kuchh aesi hi bat pharook happening ke sath ho rahi hai
",positive,2
1605,"jab remote ee-mel tarabaddh emails to soochit karen
",neutral,1
823,"ham jo hain vahi bane rahakar vah nahin ban sakte jo ki ham banna chahte hain.
",neutral,1
2705,"finance bill 29 march 2000 ko prkashit kiya gaya tha.
",neutral,1
1175,"aap ise sngrhit nahi kar sakte.
",neutral,1
1675,"coconut aur iske products ke lie incentive prices pane ke adopting measures
",positive,2
2160,"jahan kahin aarthik sthiti nahin badli hai, vahan position of women bhi aprivartniy raha hai.
",negative,0
27,"fluctuations jute ke production men utar-chaav , low yield , cost sphiti , labour unrest , uncertain demand , obsolete machinery , kuchh iski major problems hain
",negative,0
2180,"man Giver ko sahooliyat   man Giver ko pareshani   man Giver ko pleasure
",positive,2
831,"vastav men eparchar kal exposure time ko diya gaya vigopan kal hai jo kisi optical system eparchar ke madhyam se chitr satah men kisi kendrbindu par aati hai.
",neutral,1
1379,"agar true to chaynit month nahi badla ja sakta
",positive,2
545,"quran itself states hai aur ve ise pane ke adhikar ke sath pate read
",neutral,1
603,"act men yah bhi unki prtispardhatmakta baane ke roop men in udymon ke facilitate the development ke lie karna chahta hai.
",neutral,1
1661,"lekin, to yah pahli vritt ka quadrant intersection milan bindu hai.
",neutral,1
2574,"itni clear batchit honeke bad dubara mainne yah subject dokke samne explanation nahin chhera.
",positive,2
906,"sooryast ke samay shnghaee ka puksi region ab tak sun apne horizon ke niche tak nahin smog hai balki yah dhundh  dense  ki rekha tak pahunch gaya hai
",negative,0
173,"paranabhik ko nabhi ke pas sthit jana jata hai
",neutral,1
403,"115kakh 1 jahan kisi assessee ki, jo overseas financial sngathan hai jise isfund iske pashchat apatat nidhi kaha gaya hai kul aay fund,
",neutral,1
32,"highest se highest amount jo mooly rup me di jani amount
",neutral,1
2671,"bina discrimination ke sikhane vale apne habit ke karan ardhendu mustphi apne fellow men lokapriy the.
",neutral,1
2302,"use ek unregistered aboard ke phalak par giraphtar kiya gaya
",negative,0
2676,"ata jel ke inmates ko nimnlikhit facilities prdan karne ka decision liya gayaa
",neutral,1
1326,"nahin, mainne thik se understood hai, didi.
",positive,2
816,"bharat ke shri pranab mukherjee mukharji kal 18 navambar, 2015 uttar prdesh vrindavan, mathura ki yatra karenge jahan vah shri chaitany mahaprbhu ke vrindavan aagaman ke 500ven varsh samaroh ka udghatan karenge. vah shri radha-raman mndir ke darshan karne bhi jaenge.
",neutral,1
1382,"project manager plugin ke lie Anjuta
",neutral,1
246,"s  doosre argument ki ek time _ second ki aasha karta hai
",negative,0
1106,"correct initial state sikha 17-bit LFSR ke lie , lfsr bhi karna bit
",neutral,1
487,"har time jab bhi aap full aur deep breath lete hain , athva jor se atthas energy hain , to aapko turnt extra urja prapt hoti hai
",positive,2
2650,"ka upyog karte samay jvain automatic limit limit for rows kare
",positive,2
2141,"adhikidney-pind kidney men capsule ko nirdisht karta hai
",neutral,1
527,"upto marketable hone ki aayu tak pahunchne tak average feed consumption khapat
",neutral,1
2652,"is reason ve pahle brahm samaj men ge kintu vahan unke samaaj ko sntosh nahin huaa.
",negative,0
2584,"atlas ke texture ko image file men badal kar dump karen
",negative,0
2148,"lagatar do months tak vah bimar raha.
",negative,0
372,"agar aap pahle se hi widow hai ya phir vidhur hai to aap ko aap ke gujre hue pati ya phir patni ka additional pension pension 100 tak mil sakta husband
",neutral,1
969,"binoy ke bare men haran baboo us day jo insinuation kar gaye the , vah bhi unhen other aaya.
",neutral,1
1857,"nagrik aapoorti aur upbhokta mamle tatha sarvajnik vitaran weights and measures nideshalay is vishay se snbndhit sabhi gatividhiyon ko dekhne vali prmukh ejensi hain.
",neutral,1
740,"islie vah bahut viral hota rare
",neutral,1
212,"in sevices ke leaflets men detailed informaiton ke lie patrika available hai.
",neutral,1
2168,"sudden hone vala ek ya more muscle ka involuntary
",neutral,1
1992,"telephone par trained phone operators pharm bhi bhar sakte hain.
",neutral,1
2133,"ye kuchh behad creative kar rahe hain something
",positive,2
1633,"average annual clip lagabhag ek kilogram oon ek bher se utarti hai.
",neutral,1
562,"bharat ke shri pranab mukherjee mukharji kal 27 november, 2012 pnjab ludhiyana ki ek divsiy yatra karenge.
",neutral,1
2318,"british ke press ne bhi is pradarshan ki strong aalochna karte hue likha-sbhi station par rel ke dibbon se bahar ki or munh nikalakar use honour se able karne ki is prkar chhoot di gayi , jaise ki vah kala pani jane vala convict n hokar state ka koee sammanit guest hai
",positive,2
594,"file phir lod karne men remote
",negative,0
1476,"something vastoo jo jivan ya utpti ke lie dangerous hai
",negative,0
1023,"donon kamobesh ek hi atmosphere men palit-poshit hue the.
",neutral,1
978,"aarnbhik sequence number  padavanat
",positive,2
1501,"file  temporary fail ko final location   file  men bhejne men viphal :  file
",negative,0
932,"union governed bhoo-bhagon ko territories land kaha jata parts
",neutral,1
2397,"bharvi karib karib kalidas ke contemporary the
",neutral,1
139,"in equipments se grids star ki electricity business residential community buildings v vyaparik centers ko prdan ki ja sakti hai.
",neutral,1
1681,"sarkon ke vikas ke pahle un days river ke road hi transport ke principal communication the.
",neutral,1
803,"column  stnbh ko startup par disk show dikhaen
",neutral,1
278,"kul disbursements bakar 2,629 total rupe hona
",neutral,1
71,"machinery and implements ki purchase aavdhik rin:
",neutral,1
200,"is sahejen , to ek aur banane ke lie :
",positive,2
116,"bharat ne in charchaon men actively and constructively dhng se hisa liya aur duniya se samast parmanu hathiyaron ki samapti ke lie ek samayabaddh karyakram ka prastav karke is sndhi ko nirastrikaran ke dhanche men dhalne ki mang jahir ki.
",negative,0
2577,"shown hai ki jo people len-den vale economic games people who punish dete hain,
",negative,0
2290,"i bhi is programme ki success men kaphi doubts own
",positive,2
953,"yah yeah par synthetic data, easy hai.
",positive,2
529,"india ke niyntrak-mhalekhaprikshak ke bare men provisions
",neutral,1
1139,"name  dhanpat july १८८० - ८ aktoobar pen  ke upnam se likhne vale dhanapat ray shrivastav hindi aur urdu ke greatest indian writers men se ek hain.
",positive,2
672,"set garage ki kya job v collection ki varnti hai ya nahin .
",positive,2
937,"islie ichchhit response ke lie sada hi ek word athva signal ka same kiya jana chahie.
",positive,2
1592,"chitrlekha ke ant men pap ki vyakhya karte hue ratnambar kahta haia snsar men pap kuchh bhi nahin hai, vah keval manushy ke drishtikon ki vishamta ka doosra nam hai.
",positive,2
302,"jab vah apne lord ki ibadat ki pure heart men aesa dil lie hue bae jo har aeb se pak tha
",positive,2
1956,"aur tum apni thing hearts kaho ya khullam khulla vah to dil ke innermost tak se oob vaif hai
",positive,2
1947,"duplicitous salesman ne prtima hamen bechne ka vayda karne ke bavjood use kisi aur ko bech di.
",positive,2
1354,"is kshetr ke main plateaus baghelkhnd tatha chhota nagpur hain.
",neutral,1
1227,"aur usi ne logon ke naphe e lie earth banayi
",neutral,1
1972,"colonies and office parisron aur prdhan karyalay ka snpatti kar, payment of property, pani ke bilon aur vikrtaon ke bilon ka bhugtan
",neutral,1
1547,"father aur son jab himalayas ki ghati men time tab aprail ka foot shuroo ho chuka tha
",positive,2
1051,"jab tak ve caste aur nasl ko milte rahainge tab tak unka business chalta rahega
",neutral,1
2588,"aur baz bande aese hain ki jo duaa karte hain ki ae mere palne vale mujhe duniya men neamat de aur aairat men savab de aur punishment of fire se bacha
",positive,2
1004,"mini steel industry ka bhavi sponge iron aayan ki upalabdhta par nirbhar karega
",neutral,1
2562,"yadi ise adhyapkon ke training is made ang man liya jae, to ham bachchon ko sharirik, mental and emotional aavashkaytaon ki poorti ke lie, adhyapkon ko ek naya aur moolyvan sadhan de paenge.
",positive,2
804,"ek peshi jo kisi organ ka aakunchan karti hai
",neutral,1
1817,"jadoogar bole ki aese vajee v manifest signs jo hamare samne aae un par aur jis khuda ne hamko paida kiya us par to ham tumko kisi tarah tarjih nahin de sakte to jo tujhe karna ho kar guzar to bas duniya ki isi zara zindgi par hukoomat kar sakta hai
",positive,2
20,"continue rakhen lagoo kar raha hai ke sath resolved conflicts
",negative,0
1438,"yadypi motions house ki variety proceedings se snbndhit hote hain tathapi unhen tin principal fall men rakha ja sakta hai , arthat mool  sabstentiv  motions , substitute  sabastityoot  motions aur subsidiary  sabsidiyri  motions
",neutral,1
2187,"housing issues ke bare men aapki kaunsil ke decisions on housing honge aur kaunsil aapke samne adhik javab deh hogi
",neutral,1
709,"ladies aur sajjno, manpower and technology, industrial progress ke prime drivers hain.
",positive,2
894,"kheti mukhy roop se family and livestock ki food requirement ke lie ki jati hai.
",neutral,1
993,"deceased accident ke time ek private job kar raha tha
",negative,0
2312,"lid-aaut likhne men kuchh time lead sakta hai
",neutral,1
2444,"achanak uttam ko coral ki chattanon ke bich men ek peculiar si object lying huee dikhaee di.
",negative,0
2006,"ise 1856 men legislative council ke samaksh prastut kiya gaya aur1860 men parit kiya gaya.
",neutral,1
1360,"use documents ko signature dvara adhiprmanit karne ki aavashyakta thi.
",neutral,1
490,"hamen yah sunishchit karna chahie ki in pillars ki sudrita aur avichalta bani ensure
",positive,2
732,"arab izrail war ne in countries ka daura karne se tourist ko door rakha.
",negative,0
1944,"nimnlikhit niymon aur sharton par muharbnd liphaphe men, jiske oopar not brikets ki kharid ke lie nivida  likha ho aur jo mahaprbndhak, issue department, bhartiy rizarv baink, kolkata  700 001 ko snbodhit ho, prti baig 40 kilogram lagabhag ke not brikets ki kharid ke lie koteshan ka aamntran is tarah se kiya jata hai ki yah 24 joon 2015 ko 14:00 baje athva uske poorv karyalay men pahunch jae.
",positive,2
328,"understand type nahi paya s
",neutral,1
59,"dekhe, kare minus 57 divided hai 103 se
",neutral,1
221,"aur ham zarur is kam ko poora karengen aur yoosuph ne apne mulazimon naukron ko hukm diya ki unki jma poonji unke boro men choopke se rakh do taki jab ye log apne ehlo ayal ke pas laut kar jaen to apni put their money le
",neutral,1
1823,"jisse ki vo is bahut hi important thing ko jari rakh saken
",positive,2
1841,"eeran ke vidrohiyon ke sath irak dvara kiye ja rahe durvyavhar se jo prashn khade hote hain unmen manavta ke aadhar par chinta to hai hi yah irak men goal of minimizing ko badhne se rokne men mujahidine khalk ki mahti bhoomika ko bhi avruddh karta hai.
",positive,2
1962,"meri is post par confirmation ho gee hai.
",neutral,1
395,"saman roop se evident introspection ke lie grounds hain.
",neutral,1
2437,"sync set ap karne ka pryas karte samay ek error utpann huee
",negative,0
2623,"expenditure  nimnlikhit ke connection men vyay
",neutral,1
1507,"air dispersion mdling aur transformation farmule chhah se ek article samarpit karne ke lie technical quality aur air pollution ke air dispersion mdling
",positive,2
1412,"yadi 20 gram magaj ek kap lukewarm water men avshoshit kiya jaye to brown coloured colour vain ka rng ka halka sungdhit pey taiyar ho jayega.
",neutral,1
160,"prtibimbit lake ke back walking path
",neutral,1
189,"smoking , madira drinking , chinta , prdushan , high environment
",negative,0
980,"aapko isi range me rahna hai
",neutral,1
2415,"replies ke replies men dvaraakoa headers bigare
",neutral,1
811,"matdan-poorv phase matdataon ka rajistrikaran tatha
",neutral,1
1854,"powered coal ki takat pe khare hue
",neutral,1
2755,"rajiv gandhi advocate training hetu  karna
",neutral,1
967,"prachin tamil literature men mursu ka bhi kee jagah ullekh huaa hai
",neutral,1
2099,"sath hi sath applied science donon ko labh the
",positive,2
1420,"s ko s men sending men error
",negative,0
2,"aur jab unhen yad dilaya jata hai , to ve yad nahin karte ,
",neutral,1
132,"other alava ganesh chaturthi aur janmashtmi kuchh adhik dhoom-dham ke sng janmashtmi jate hain.
",positive,2
1798,"unhonne is sngathan men tin prmukh moolyon parishram, impartiality and integrity ka samavesh kiya.
",positive,2
357,"aur nishchay hi tumhare lie chaupayon men bhi ek shiksha hai. unke peton men jo kuchh hai usmen se ham tumhen pilate hai. au tumhare lie unmen bahut-se fayde hai aur unhen tum khate bhi ho
",positive,2
497,"ho sakta hai ki bajat ghate ke united ve conservative n moderate narampnthi hon. ya phir ahnkar ho ki governor se brilliant kaun ho sakta hai  ya phir jaisa ki several analysts sujhav dete hain ki yah double tushtikaran ki policy ho states haia muslims ko reason se reason vah mile jo vah other hain aur ijrayalvadiyon ko vah jo vah other hain aur is mamle men donon hi is bat ki parvah nahin karte ki christie party ke liye kya kar rahe hain  rochak bat hai ki cynical ke senator joseph lieberman ne is dohri policy ko apnaya tha  islamvad ke moral soft , ijrayal ke moral ravaiya  aur 2000 me demokret ki or se vice compass ke pratyashi bane the.
",positive,2
2485,"kya quantity is equation ke donon pakshon ke lie shamil kiya jana chahie
",neutral,1
1754,"main window ke lie die ge geometry ko lagoo karen
",neutral,1
1606,"ye jyadatar pairs men cultivation ke aaspas open maidanon me , kisi mound par ya kisi door se dikhte great par baithe hedge jate hain , athva chhoti birds , rats , lizards aur bare country ki search men baron ki height par speed se urte bhi hedge ja sakte hain.
",positive,2
2629,"yadi yah option is checked hai, har naya drishy code folding ke display marks, yadi code folding upalabdh hai
",neutral,1
2232,"angrej ki aankhon eyes lit aa gee ,
",neutral,1
1893,"premachand ke anusar unki short story, duniya ka sabse precious jewel, san 1907 men prkashit huee.
",positive,2
1126,"nissndeh ham reward the doers hi badla dete hai
",positive,2
253,"installed package   s  ke lie janch raha hai
",neutral,1
1582,"ata yadi chita vahan sachmuch men gaya hota to bari kahin se tooti milti.
",negative,0
2749,"4k  poornta poort ya religious charitable ke lie ya bhagta aese purposes ke lie trust ya other legal badhyta ke sections dharit property se udbhoot receipt , ya clause 2 ke part  24  ke iia  iik  men nirdisht voluntary contributions ke form men receipt prapt karne vala har person , yadi vah sakal receipt , jiski babat vah representative nirdhariti ke form men assessable hai ,  is charitable ke lie sakal receipt clause 11 aur 12 ke upbndhon ko year kie bina is act ke sections sngnit ki jaegi  us maximum amount se adhik hai jo aay-kar se chargeable nahin hai , to such prroop men aur such manner men satyapit karke aur forth other particulars dete hue , jo such ki jaen , poorvavarsh ki forth receipt ki vivarni dega aur is act ke sabhi upbndh , yathashaky , is prkar year honge mano vah updhara  1  ke sections die jane ke lie apekshit vivarni ho.
",positive,2
606,"nanalal gujarati new poetry men ek naye signature hi nahin , ek naye voice bhi the.
",neutral,1
2260,"kalpana ji space men urne vali first bharat men janmi woman thin aur space men urane vali indian origin ki doosri person thin.
",neutral,1
2486,"horizontal instability ke samupyojan ka ek prarupik udaharan dhrviy barph-topi jaise uchch elbdo ke tampering with regions hai.
",positive,2
182,"indian partnership act , 1932 ki section 4
",neutral,1
369,"yah institution nation ke nav nirman ki drishti se upyogi nahin good
",negative,0
2751,"ye pariyojnaen injiniyron ke outstanding karname hain.
",positive,2
2024,"ek or jahan sanvidhik slr non  eselaar  men investments ki rashi 49938 crore thi vahin doosri or gair-sanvidhik slr non men investments ki rashi 60746 crore rahi  hal
",neutral,1
1907,"local bag tatha pain ko kam karne hetu ice ki thaili ka application kiya jata hai.
",negative,0
1483,"is prkar powerless , innocents , krodhit people ne apne authorities par gussa dikhaya tatha apne nikat ke nirdosh people ko nishana banaya
",negative,0
1249,"arbitration nirnay ke lie party ko saunp administer
",positive,2
43,"han, jaise ki doosro ke bare men mansik kalpnaen aur ray.
",positive,2
2627,"kaise vo sochte hain ki kahan flag badal gaya hai
",neutral,1
2287,"aur make you understand ki illiyin kya hai vah ek likha huaa dafatar hai
",neutral,1
1094,"adhik polar ice caps ki ice caps se sagron men jal ka star ba jaega jisse prithvi ka kaphi bara bhoo-bhag ismen doob jaega chin, mistr, indoneshiya, bngladesh aur pashchim bngal ke lie yah khatra mndra raha hai
",negative,0
1053,"yah ek aese platform ke roop men kary karega jahan novel ideas ko protsahan milega aur ne products ke vikas ke lie innovators ko protsahit kiya jaega.
",positive,2
24,"par sharirik prem doosre tat-aatm-hanan-par bridge to cross physical love
",positive,2
1211,"unki tone se northern men bh-snyak pashtoon community ka representation n hone ko lekar pakistani ki concerns jhlakti thi
",negative,0
30,"ek school men, har koee wearing jeans raha hai, har koee ek saman hai
",neutral,1
1371,"sabhaki sitting ka adjournment  -- adjournment hone par house ki sitting samapt ho jati hai aur house next sitting ke lie niyat time par puna samvet hoti hai.
",neutral,1
1113,"sardar bhagat singh punjab ki  bharat movement banner  nam se viyat youth aandolan ke leader the , jisse bad men chandra chandr ka bhi later sahachary sthapit huaa
",neutral,1
26,"pratyek jiv taste of death chakhnevala hai, aur tumhen to iyamat ke din poora-poora badla de diya jaega. ata jise aag jahannam se hatakar jannat men dail kar diya gaya, vah saphal raha. raha sansarik jivan, to vah maya-samagri ke siva kuchh bhi nahin
",negative,0
1448,"isse ek din pahle unke fourth son age of thirteen varsh ki aayu men akal mrityu ne bhi jald hi unki jivanlila samapt karne men madad ki hogi.
",negative,0
1577,"us din tak ke lie jiska samay jnjat evn niyat day
",positive,2
329,"madhya pradesh snbhavatya subcontinent mahadvip ka snbhatya sabse oldest sthan hai jise gondwana kahte hain  gonds samuday ka ghar.
",neutral,1
1422,"usne hinduism ke principles ka prchar kiya.
",neutral,1
296,"is bich priority prapt sector ko di period outstanding lending amount june 1969 se september 2000 ke bich 441 karod se badh kar 1,34,107 crore net ho period , jo public sector ke banks ke shudgh bank lending ka 4341 prtishat thi.
",positive,2
702,"18   vah company jismen public paryapt interested hai  - kisi company ko aesi company , jismen janta82 paryapt roop se interested hai , tab kaha jata hai jab
",neutral,1
1299,"apni various schemes tatha financial producers se tatha utpadkon dvara raw mal ki regular procurement men assistance new aur infrastructural snbndhi producers new india government ne maujooda coir industry ko baava dene ke lie tatha ne entrepreneurs ko protsahit karne ke lie mahattvpoorn producers diya hai.
",positive,2
151,"aur destroyed the rest phir hamne un logon ko utterly kar dala
",negative,0
471,"bajay sach men ek pal ko capturing ke
",neutral,1
1311,"calendar opening raha hai kripya wait karen
",positive,2
260,"kya label widget sabhi upalabdh horizontal space ko bharna chahie
",neutral,1
1065,"world ke adhikatar countries men , prti 100 males ke pichhe most 105 female ka births hota hai ,
",neutral,1
2674,"effective ki proper tatha sthathyi growth ke lie ek prbhavpoorn regulatory tatha legal framework indispensable hai.
",positive,2
1500,"is large number tatha hamare aaspas aese bahut se vayovriddh hain jo ki hamare desh tatha samaj ke lie bahumooly sahyog prdan kar rahe hain.
",positive,2
1024,"to tum donon apne rab ki anukampaon men se kis-kis ko deny
",negative,0
